ds,unique_id,y
2016-09-01,Total Private,122929
2016-10-01,Total Private,123391
2016-11-01,Total Private,123702
2016-12-01,Total Private,123631
2017-01-01,Total Private,121222
2017-02-01,Total Private,121798
2017-03-01,Total Private,122385
2017-04-01,Total Private,123382
2017-05-01,Total Private,124276
2017-06-01,Total Private,125324
2017-07-01,Total Private,125404
2017-08-01,Total Private,125488
2017-09-01,Total Private,124869
2017-10-01,Total Private,125461
2017-11-01,Total Private,125902
2017-12-01,Total Private,125785
2018-01-01,Total Private,123203
2018-02-01,Total Private,123968
2018-03-01,Total Private,124601
2018-04-01,Total Private,125581
2018-05-01,Total Private,126610
2018-06-01,Total Private,127701
2018-07-01,Total Private,127775
2018-08-01,Total Private,127949
2018-09-01,Total Private,127333
2018-10-01,Total Private,128001
2018-11-01,Total Private,128415
2018-12-01,Total Private,128363
2019-01-01,Total Private,125932
2019-02-01,Total Private,126370
2019-03-01,Total Private,126994
2019-04-01,Total Private,128007
2019-05-01,Total Private,128771
2019-06-01,Total Private,129800
2019-07-01,Total Private,129883
2019-08-01,Total Private,129930
2019-09-01,Total Private,129312
1939-01-01,Goods-Producing,10806
1939-02-01,Goods-Producing,10917
1939-03-01,Goods-Producing,11150
1939-04-01,Goods-Producing,10978
1939-05-01,Goods-Producing,11143
1939-06-01,Goods-Producing,11362
1939-07-01,Goods-Producing,11409
1939-08-01,Goods-Producing,11729
1939-09-01,Goods-Producing,12067
1939-10-01,Goods-Producing,12330
1939-11-01,Goods-Producing,12231
1939-12-01,Goods-Producing,12015
1940-01-01,Goods-Producing,11673
1940-02-01,Goods-Producing,11714
1940-03-01,Goods-Producing,11772
1940-04-01,Goods-Producing,11804
1940-05-01,Goods-Producing,11892
1940-06-01,Goods-Producing,11977
1940-07-01,Goods-Producing,12087
1940-08-01,Goods-Producing,12517
1940-09-01,Goods-Producing,12944
1940-10-01,Goods-Producing,13234
1940-11-01,Goods-Producing,13395
1940-12-01,Goods-Producing,13531
1941-01-01,Goods-Producing,13459
1941-02-01,Goods-Producing,13670
1941-03-01,Goods-Producing,13852
1941-04-01,Goods-Producing,13955
1941-05-01,Goods-Producing,14590
1941-06-01,Goods-Producing,14969
1941-07-01,Goods-Producing,15431
1941-08-01,Goods-Producing,15754
1941-09-01,Goods-Producing,16006
1941-10-01,Goods-Producing,15998
1941-11-01,Goods-Producing,15876
1941-12-01,Goods-Producing,15722
1942-01-01,Goods-Producing,15589
1942-02-01,Goods-Producing,15759
1942-03-01,Goods-Producing,16139
1942-04-01,Goods-Producing,16541
1942-05-01,Goods-Producing,16903
1942-06-01,Goods-Producing,17284
1942-07-01,Goods-Producing,17774
1942-08-01,Goods-Producing,18130
1942-09-01,Goods-Producing,18330
1942-10-01,Goods-Producing,18296
1942-11-01,Goods-Producing,18278
1942-12-01,Goods-Producing,18271
1943-01-01,Goods-Producing,18270
1943-02-01,Goods-Producing,18439
1943-03-01,Goods-Producing,18623
1943-04-01,Goods-Producing,18685
1943-05-01,Goods-Producing,18677
1943-06-01,Goods-Producing,18894
1943-07-01,Goods-Producing,18977
1943-08-01,Goods-Producing,19026
1943-09-01,Goods-Producing,18913
1943-10-01,Goods-Producing,18872
1943-11-01,Goods-Producing,18863
1943-12-01,Goods-Producing,18612
1944-01-01,Goods-Producing,18440
1944-02-01,Goods-Producing,18392
1944-03-01,Goods-Producing,18261
1944-04-01,Goods-Producing,18081
1944-05-01,Goods-Producing,18000
1944-06-01,Goods-Producing,18058
1944-07-01,Goods-Producing,18034
1944-08-01,Goods-Producing,18032
1944-09-01,Goods-Producing,17809
1944-10-01,Goods-Producing,17637
1944-11-01,Goods-Producing,17536
1944-12-01,Goods-Producing,17486
1945-01-01,Goods-Producing,17463
1945-02-01,Goods-Producing,17515
1945-03-01,Goods-Producing,17492
1945-04-01,Goods-Producing,17330
1945-05-01,Goods-Producing,17125
1945-06-01,Goods-Producing,17043
1945-07-01,Goods-Producing,16737
1945-08-01,Goods-Producing,16459
1945-09-01,Goods-Producing,14688
1945-10-01,Goods-Producing,14541
1945-11-01,Goods-Producing,14686
1945-12-01,Goods-Producing,14616
1946-01-01,Goods-Producing,14803
1946-02-01,Goods-Producing,14164
1946-03-01,Goods-Producing,14952
1946-04-01,Goods-Producing,15399
1946-05-01,Goods-Producing,15787
1946-06-01,Goods-Producing,16230
1946-07-01,Goods-Producing,16525
1946-08-01,Goods-Producing,16977
1946-09-01,Goods-Producing,17177
1946-10-01,Goods-Producing,17114
1946-11-01,Goods-Producing,17210
1946-12-01,Goods-Producing,17129
1947-01-01,Goods-Producing,16991
1947-02-01,Goods-Producing,17018
1947-03-01,Goods-Producing,17068
1947-04-01,Goods-Producing,17060
1947-05-01,Goods-Producing,17005
1947-06-01,Goods-Producing,17223
1947-07-01,Goods-Producing,17129
1947-08-01,Goods-Producing,17556
1947-09-01,Goods-Producing,17746
1947-10-01,Goods-Producing,17714
1947-11-01,Goods-Producing,17645
1947-12-01,Goods-Producing,17616
1948-01-01,Goods-Producing,17408
1948-02-01,Goods-Producing,17203
1948-03-01,Goods-Producing,17333
1948-04-01,Goods-Producing,17083
1948-05-01,Goods-Producing,17272
1948-06-01,Goods-Producing,17578
1948-07-01,Goods-Producing,17665
1948-08-01,Goods-Producing,17968
1948-09-01,Goods-Producing,18158
1948-10-01,Goods-Producing,17987
1948-11-01,Goods-Producing,17781
1948-12-01,Goods-Producing,17508
1949-01-01,Goods-Producing,16933
1949-02-01,Goods-Producing,16721
1949-03-01,Goods-Producing,16575
1949-04-01,Goods-Producing,16405
1949-05-01,Goods-Producing,16237
1949-06-01,Goods-Producing,16306
1949-07-01,Goods-Producing,16247
1949-08-01,Goods-Producing,16675
1949-09-01,Goods-Producing,16851
1949-10-01,Goods-Producing,16089
1949-11-01,Goods-Producing,16234
1949-12-01,Goods-Producing,16293
1950-01-01,Goods-Producing,15994
1950-02-01,Goods-Producing,15701
1950-03-01,Goods-Producing,16180
1950-04-01,Goods-Producing,16422
1950-05-01,Goods-Producing,16838
1950-06-01,Goods-Producing,17275
1950-07-01,Goods-Producing,17495
1950-08-01,Goods-Producing,18283
1950-09-01,Goods-Producing,18499
1950-10-01,Goods-Producing,18622
1950-11-01,Goods-Producing,18480
1950-12-01,Goods-Producing,18321
1951-01-01,Goods-Producing,18217
1951-02-01,Goods-Producing,18320
1951-03-01,Goods-Producing,18451
1951-04-01,Goods-Producing,18537
1951-05-01,Goods-Producing,18605
1951-06-01,Goods-Producing,18844
1951-07-01,Goods-Producing,18786
1951-08-01,Goods-Producing,19079
1951-09-01,Goods-Producing,19072
1951-10-01,Goods-Producing,18999
1951-11-01,Goods-Producing,18810
1951-12-01,Goods-Producing,18715
1952-01-01,Goods-Producing,18384
1952-02-01,Goods-Producing,18453
1952-03-01,Goods-Producing,18472
1952-04-01,Goods-Producing,18556
1952-05-01,Goods-Producing,18575
1952-06-01,Goods-Producing,18460
1952-07-01,Goods-Producing,18309
1952-08-01,Goods-Producing,19293
1952-09-01,Goods-Producing,19653
1952-10-01,Goods-Producing,19678
1952-11-01,Goods-Producing,19684
1952-12-01,Goods-Producing,19618
1953-01-01,Goods-Producing,19354
1953-02-01,Goods-Producing,19454
1953-03-01,Goods-Producing,19600
1953-04-01,Goods-Producing,19669
1953-05-01,Goods-Producing,19740
1953-06-01,Goods-Producing,19971
1953-07-01,Goods-Producing,19960
1953-08-01,Goods-Producing,20198
1953-09-01,Goods-Producing,20171
1953-10-01,Goods-Producing,19943
1953-11-01,Goods-Producing,19549
1953-12-01,Goods-Producing,19182
1954-01-01,Goods-Producing,18571
1954-02-01,Goods-Producing,18462
1954-03-01,Goods-Producing,18418
1954-04-01,Goods-Producing,18353
1954-05-01,Goods-Producing,18306
1954-06-01,Goods-Producing,18490
1954-07-01,Goods-Producing,18336
1954-08-01,Goods-Producing,18616
1954-09-01,Goods-Producing,18710
1954-10-01,Goods-Producing,18699
1954-11-01,Goods-Producing,18695
1954-12-01,Goods-Producing,18524
1955-01-01,Goods-Producing,18205
1955-02-01,Goods-Producing,18274
1955-03-01,Goods-Producing,18543
1955-04-01,Goods-Producing,18792
1955-05-01,Goods-Producing,19062
1955-06-01,Goods-Producing,19446
1955-07-01,Goods-Producing,19444
1955-08-01,Goods-Producing,19803
1955-09-01,Goods-Producing,19884
1955-10-01,Goods-Producing,19886
1955-11-01,Goods-Producing,19825
1955-12-01,Goods-Producing,19639
1956-01-01,Goods-Producing,19263
1956-02-01,Goods-Producing,19252
1956-03-01,Goods-Producing,19280
1956-04-01,Goods-Producing,19498
1956-05-01,Goods-Producing,19653
1956-06-01,Goods-Producing,20028
1956-07-01,Goods-Producing,19476
1956-08-01,Goods-Producing,20308
1956-09-01,Goods-Producing,20344
1956-10-01,Goods-Producing,20359
1956-11-01,Goods-Producing,20167
1956-12-01,Goods-Producing,19961
1957-01-01,Goods-Producing,19433
1957-02-01,Goods-Producing,19416
1957-03-01,Goods-Producing,19482
1957-04-01,Goods-Producing,19540
1957-05-01,Goods-Producing,19657
1957-06-01,Goods-Producing,19917
1957-07-01,Goods-Producing,19849
1957-08-01,Goods-Producing,20135
1957-09-01,Goods-Producing,20058
1957-10-01,Goods-Producing,19878
1957-11-01,Goods-Producing,19537
1957-12-01,Goods-Producing,19129
1958-01-01,Goods-Producing,18489
1958-02-01,Goods-Producing,17972
1958-03-01,Goods-Producing,17838
1958-04-01,Goods-Producing,17757
1958-05-01,Goods-Producing,17860
1958-06-01,Goods-Producing,18159
1958-07-01,Goods-Producing,18195
1958-08-01,Goods-Producing,18583
1958-09-01,Goods-Producing,18869
1958-10-01,Goods-Producing,18676
1958-11-01,Goods-Producing,18870
1958-12-01,Goods-Producing,18561
1959-01-01,Goods-Producing,18351
1959-02-01,Goods-Producing,18288
1959-03-01,Goods-Producing,18547
1959-04-01,Goods-Producing,18913
1959-05-01,Goods-Producing,19260
1959-06-01,Goods-Producing,19684
1959-07-01,Goods-Producing,19728
1959-08-01,Goods-Producing,19526
1959-09-01,Goods-Producing,19604
1959-10-01,Goods-Producing,19363
1959-11-01,Goods-Producing,19349
1959-12-01,Goods-Producing,19348
1960-01-01,Goods-Producing,18996
1960-02-01,Goods-Producing,18971
1960-03-01,Goods-Producing,18836
1960-04-01,Goods-Producing,19107
1960-05-01,Goods-Producing,19287
1960-06-01,Goods-Producing,19496
1960-07-01,Goods-Producing,19413
1960-08-01,Goods-Producing,19609
1960-09-01,Goods-Producing,19627
1960-10-01,Goods-Producing,19390
1960-11-01,Goods-Producing,19029
1960-12-01,Goods-Producing,18418
1961-01-01,Goods-Producing,17963
1961-02-01,Goods-Producing,17743
1961-03-01,Goods-Producing,17891
1961-04-01,Goods-Producing,18116
1961-05-01,Goods-Producing,18459
1961-06-01,Goods-Producing,18906
1961-07-01,Goods-Producing,18922
1961-08-01,Goods-Producing,19246
1961-09-01,Goods-Producing,19307
1961-10-01,Goods-Producing,19243
1961-11-01,Goods-Producing,19149
1961-12-01,Goods-Producing,18816
1962-01-01,Goods-Producing,18356
1962-02-01,Goods-Producing,18419
1962-03-01,Goods-Producing,18553
1962-04-01,Goods-Producing,18960
1962-05-01,Goods-Producing,19207
1962-06-01,Goods-Producing,19483
1962-07-01,Goods-Producing,19551
1962-08-01,Goods-Producing,19765
1962-09-01,Goods-Producing,19888
1962-10-01,Goods-Producing,19752
1962-11-01,Goods-Producing,19474
1962-12-01,Goods-Producing,19032
1963-01-01,Goods-Producing,18662
1963-02-01,Goods-Producing,18534
1963-03-01,Goods-Producing,18678
1963-04-01,Goods-Producing,19057
1963-05-01,Goods-Producing,19362
1963-06-01,Goods-Producing,19676
1963-07-01,Goods-Producing,19735
1963-08-01,Goods-Producing,19938
1963-09-01,Goods-Producing,20050
1963-10-01,Goods-Producing,19954
1963-11-01,Goods-Producing,19659
1963-12-01,Goods-Producing,19316
1964-01-01,Goods-Producing,18809
1964-02-01,Goods-Producing,18904
1964-03-01,Goods-Producing,19048
1964-04-01,Goods-Producing,19314
1964-05-01,Goods-Producing,19582
1964-06-01,Goods-Producing,19994
1964-07-01,Goods-Producing,20047
1964-08-01,Goods-Producing,20296
1964-09-01,Goods-Producing,20479
1964-10-01,Goods-Producing,20136
1964-11-01,Goods-Producing,20221
1964-12-01,Goods-Producing,19961
1965-01-01,Goods-Producing,19595
1965-02-01,Goods-Producing,19584
1965-03-01,Goods-Producing,19780
1965-04-01,Goods-Producing,20040
1965-05-01,Goods-Producing,20373
1965-06-01,Goods-Producing,20841
1965-07-01,Goods-Producing,20902
1965-08-01,Goods-Producing,21191
1965-09-01,Goods-Producing,21307
1965-10-01,Goods-Producing,21269
1965-11-01,Goods-Producing,21217
1965-12-01,Goods-Producing,21038
1966-01-01,Goods-Producing,20663
1966-02-01,Goods-Producing,20723
1966-03-01,Goods-Producing,21029
1966-04-01,Goods-Producing,21297
1966-05-01,Goods-Producing,21577
1966-06-01,Goods-Producing,22166
1966-07-01,Goods-Producing,22139
1966-08-01,Goods-Producing,22413
1966-09-01,Goods-Producing,22418
1966-10-01,Goods-Producing,22343
1966-11-01,Goods-Producing,22186
1966-12-01,Goods-Producing,21929
1967-01-01,Goods-Producing,21538
1967-02-01,Goods-Producing,21425
1967-03-01,Goods-Producing,21457
1967-04-01,Goods-Producing,21572
1967-05-01,Goods-Producing,21656
1967-06-01,Goods-Producing,22078
1967-07-01,Goods-Producing,22012
1967-08-01,Goods-Producing,22304
1967-09-01,Goods-Producing,22236
1967-10-01,Goods-Producing,22122
1967-11-01,Goods-Producing,22198
1967-12-01,Goods-Producing,21983
1968-01-01,Goods-Producing,21411
1968-02-01,Goods-Producing,21569
1968-03-01,Goods-Producing,21673
1968-04-01,Goods-Producing,21942
1968-05-01,Goods-Producing,22115
1968-06-01,Goods-Producing,22575
1968-07-01,Goods-Producing,22544
1968-08-01,Goods-Producing,22760
1968-09-01,Goods-Producing,22851
1968-10-01,Goods-Producing,22769
1968-11-01,Goods-Producing,22719
1968-12-01,Goods-Producing,22573
1969-01-01,Goods-Producing,22138
1969-02-01,Goods-Producing,22203
1969-03-01,Goods-Producing,22377
1969-04-01,Goods-Producing,22556
1969-05-01,Goods-Producing,22748
1969-06-01,Goods-Producing,23295
1969-07-01,Goods-Producing,23185
1969-08-01,Goods-Producing,23520
1969-09-01,Goods-Producing,23459
1969-10-01,Goods-Producing,23340
1969-11-01,Goods-Producing,23060
1969-12-01,Goods-Producing,22834
1970-01-01,Goods-Producing,22203
1970-02-01,Goods-Producing,22178
1970-03-01,Goods-Producing,22302
1970-04-01,Goods-Producing,22302
1970-05-01,Goods-Producing,22191
1970-06-01,Goods-Producing,22561
1970-07-01,Goods-Producing,22368
1970-08-01,Goods-Producing,22522
1970-09-01,Goods-Producing,22472
1970-10-01,Goods-Producing,21853
1970-11-01,Goods-Producing,21579
1970-12-01,Goods-Producing,21618
1971-01-01,Goods-Producing,21053
1971-02-01,Goods-Producing,20930
1971-03-01,Goods-Producing,21046
1971-04-01,Goods-Producing,21291
1971-05-01,Goods-Producing,21515
1971-06-01,Goods-Producing,21899
1971-07-01,Goods-Producing,21720
1971-08-01,Goods-Producing,21994
1971-09-01,Goods-Producing,22145
1971-10-01,Goods-Producing,22000
1971-11-01,Goods-Producing,21945
1971-12-01,Goods-Producing,21685
1972-01-01,Goods-Producing,21307
1972-02-01,Goods-Producing,21313
1972-03-01,Goods-Producing,21567
1972-04-01,Goods-Producing,21812
1972-05-01,Goods-Producing,22098
1972-06-01,Goods-Producing,22615
1972-07-01,Goods-Producing,22305
1972-08-01,Goods-Producing,22843
1972-09-01,Goods-Producing,22971
1972-10-01,Goods-Producing,23041
1972-11-01,Goods-Producing,22980
1972-12-01,Goods-Producing,22734
1973-01-01,Goods-Producing,22376
1973-02-01,Goods-Producing,22539
1973-03-01,Goods-Producing,22757
1973-04-01,Goods-Producing,22985
1973-05-01,Goods-Producing,23255
1973-06-01,Goods-Producing,23811
1973-07-01,Goods-Producing,23663
1973-08-01,Goods-Producing,24022
1973-09-01,Goods-Producing,24094
1973-10-01,Goods-Producing,24109
1973-11-01,Goods-Producing,24035
1973-12-01,Goods-Producing,23751
1974-01-01,Goods-Producing,23116
1974-02-01,Goods-Producing,23066
1974-03-01,Goods-Producing,23142
1974-04-01,Goods-Producing,23317
1974-05-01,Goods-Producing,23516
1974-06-01,Goods-Producing,23903
1974-07-01,Goods-Producing,23608
1974-08-01,Goods-Producing,23881
1974-09-01,Goods-Producing,23858
1974-10-01,Goods-Producing,23607
1974-11-01,Goods-Producing,23088
1974-12-01,Goods-Producing,22269
1975-01-01,Goods-Producing,21366
1975-02-01,Goods-Producing,20831
1975-03-01,Goods-Producing,20708
1975-04-01,Goods-Producing,20766
1975-05-01,Goods-Producing,21005
1975-06-01,Goods-Producing,21330
1975-07-01,Goods-Producing,21144
1975-08-01,Goods-Producing,21661
1975-09-01,Goods-Producing,21871
1975-10-01,Goods-Producing,21861
1975-11-01,Goods-Producing,21730
1975-12-01,Goods-Producing,21546
1976-01-01,Goods-Producing,21195
