State,Industry,Series ID,Month,Turnover
Australian Capital Territory,"Cafes, restaurants and catering services",A3349849A,2010-02-01,31.4
Australian Capital Territory,"Cafes, restaurants and catering services",A3349849A,2010-03-01,34.7
Australian Capital Territory,"Cafes, restaurants and catering services",A3349849A,2010-04-01,33.9
Australian Capital Territory,"Cafes, restaurants and catering services",A3349849A,2010-05-01,35.6
Australian Capital Territory,"Cafes, restaurants and catering services",A3349849A,2010-06-01,34.5
Australian Capital Territory,"Cafes, restaurants and catering services",A3349849A,2010-07-01,31.7
Australian Capital Territory,"Cafes, restaurants and catering services",A3349849A,2010-08-01,31.3
Australian Capital Territory,"Cafes, restaurants and catering services",A3349849A,2010-09-01,31.4
Australian Capital Territory,"Cafes, restaurants and catering services",A3349849A,2010-10-01,29.4
Australian Capital Territory,"Cafes, restaurants and catering services",A3349849A,2010-11-01,28.3
Australian Capital Territory,"Cafes, restaurants and catering services",A3349849A,2010-12-01,30.4
Australian Capital Territory,"Cafes, restaurants and catering services",A3349849A,2011-01-01,24.4
Australian Capital Territory,"Cafes, restaurants and catering services",A3349849A,2011-02-01,25.8
Australian Capital Territory,"Cafes, restaurants and catering services",A3349849A,2011-03-01,29.7
Australian Capital Territory,"Cafes, restaurants and catering services",A3349849A,2011-04-01,27.9
Australian Capital Territory,"Cafes, restaurants and catering services",A3349849A,2011-05-01,27.5
Australian Capital Territory,"Cafes, restaurants and catering services",A3349849A,2011-06-01,25.3
Australian Capital Territory,"Cafes, restaurants and catering services",A3349849A,2011-07-01,25
Australian Capital Territory,"Cafes, restaurants and catering services",A3349849A,2011-08-01,25.3
Australian Capital Territory,"Cafes, restaurants and catering services",A3349849A,2011-09-01,25.8
Australian Capital Territory,"Cafes, restaurants and catering services",A3349849A,2011-10-01,26.6
Australian Capital Territory,"Cafes, restaurants and catering services",A3349849A,2011-11-01,24.5
Australian Capital Territory,"Cafes, restaurants and catering services",A3349849A,2011-12-01,28.4
Australian Capital Territory,"Cafes, restaurants and catering services",A3349849A,2012-01-01,26.9
Australian Capital Territory,"Cafes, restaurants and catering services",A3349849A,2012-02-01,28.2
Australian Capital Territory,"Cafes, restaurants and catering services",A3349849A,2012-03-01,34.3
Australian Capital Territory,"Cafes, restaurants and catering services",A3349849A,2012-04-01,30.5
Australian Capital Territory,"Cafes, restaurants and catering services",A3349849A,2012-05-01,35.2
Australian Capital Territory,"Cafes, restaurants and catering services",A3349849A,2012-06-01,37
Australian Capital Territory,"Cafes, restaurants and catering services",A3349849A,2012-07-01,31.8
Australian Capital Territory,"Cafes, restaurants and catering services",A3349849A,2012-08-01,36.4
Australian Capital Territory,"Cafes, restaurants and catering services",A3349849A,2012-09-01,38.2
Australian Capital Territory,"Cafes, restaurants and catering services",A3349849A,2012-10-01,33.7
Australian Capital Territory,"Cafes, restaurants and catering services",A3349849A,2012-11-01,37.2
Australian Capital Territory,"Cafes, restaurants and catering services",A3349849A,2012-12-01,39.3
Australian Capital Territory,"Cafes, restaurants and catering services",A3349849A,2013-01-01,33.5
Australian Capital Territory,"Cafes, restaurants and catering services",A3349849A,2013-02-01,38.4
Australian Capital Territory,"Cafes, restaurants and catering services",A3349849A,2013-03-01,49.1
Australian Capital Territory,"Cafes, restaurants and catering services",A3349849A,2013-04-01,40.5
Australian Capital Territory,"Cafes, restaurants and catering services",A3349849A,2013-05-01,38.8
Australian Capital Territory,"Cafes, restaurants and catering services",A3349849A,2013-06-01,40.3
Australian Capital Territory,"Cafes, restaurants and catering services",A3349849A,2013-07-01,42.7
Australian Capital Territory,"Cafes, restaurants and catering services",A3349849A,2013-08-01,40.3
Australian Capital Territory,"Cafes, restaurants and catering services",A3349849A,2013-09-01,39.7
Australian Capital Territory,"Cafes, restaurants and catering services",A3349849A,2013-10-01,44.2
Australian Capital Territory,"Cafes, restaurants and catering services",A3349849A,2013-11-01,39.6
Australian Capital Territory,"Cafes, restaurants and catering services",A3349849A,2013-12-01,38.4
Australian Capital Territory,"Cafes, restaurants and catering services",A3349849A,2014-01-01,30.7
Australian Capital Territory,"Cafes, restaurants and catering services",A3349849A,2014-02-01,34.4
Australian Capital Territory,"Cafes, restaurants and catering services",A3349849A,2014-03-01,39.3
Australian Capital Territory,"Cafes, restaurants and catering services",A3349849A,2014-04-01,35.9
Australian Capital Territory,"Cafes, restaurants and catering services",A3349849A,2014-05-01,36.5
Australian Capital Territory,"Cafes, restaurants and catering services",A3349849A,2014-06-01,34.5
Australian Capital Territory,"Cafes, restaurants and catering services",A3349849A,2014-07-01,35.9
Australian Capital Territory,"Cafes, restaurants and catering services",A3349849A,2014-08-01,35.1
Australian Capital Territory,"Cafes, restaurants and catering services",A3349849A,2014-09-01,38.3
Australian Capital Territory,"Cafes, restaurants and catering services",A3349849A,2014-10-01,35.5
Australian Capital Territory,"Cafes, restaurants and catering services",A3349849A,2014-11-01,38.2
Australian Capital Territory,"Cafes, restaurants and catering services",A3349849A,2014-12-01,42.3
Australian Capital Territory,"Cafes, restaurants and catering services",A3349849A,2015-01-01,33
Australian Capital Territory,"Cafes, restaurants and catering services",A3349849A,2015-02-01,36.8
Australian Capital Territory,"Cafes, restaurants and catering services",A3349849A,2015-03-01,42.3
Australian Capital Territory,"Cafes, restaurants and catering services",A3349849A,2015-04-01,35.3
Australian Capital Territory,"Cafes, restaurants and catering services",A3349849A,2015-05-01,38.4
Australian Capital Territory,"Cafes, restaurants and catering services",A3349849A,2015-06-01,38
Australian Capital Territory,"Cafes, restaurants and catering services",A3349849A,2015-07-01,37.3
Australian Capital Territory,"Cafes, restaurants and catering services",A3349849A,2015-08-01,37.6
Australian Capital Territory,"Cafes, restaurants and catering services",A3349849A,2015-09-01,39.4
Australian Capital Territory,"Cafes, restaurants and catering services",A3349849A,2015-10-01,41.5
Australian Capital Territory,"Cafes, restaurants and catering services",A3349849A,2015-11-01,44.2
Australian Capital Territory,"Cafes, restaurants and catering services",A3349849A,2015-12-01,49
Australian Capital Territory,"Cafes, restaurants and catering services",A3349849A,2016-01-01,38.6
Australian Capital Territory,"Cafes, restaurants and catering services",A3349849A,2016-02-01,43.8
Australian Capital Territory,"Cafes, restaurants and catering services",A3349849A,2016-03-01,45.6
Australian Capital Territory,"Cafes, restaurants and catering services",A3349849A,2016-04-01,41.2
Australian Capital Territory,"Cafes, restaurants and catering services",A3349849A,2016-05-01,40.4
Australian Capital Territory,"Cafes, restaurants and catering services",A3349849A,2016-06-01,36.9
Australian Capital Territory,"Cafes, restaurants and catering services",A3349849A,2016-07-01,41.6
Australian Capital Territory,"Cafes, restaurants and catering services",A3349849A,2016-08-01,44.5
Australian Capital Territory,"Cafes, restaurants and catering services",A3349849A,2016-09-01,43.9
Australian Capital Territory,"Cafes, restaurants and catering services",A3349849A,2016-10-01,41.9
Australian Capital Territory,"Cafes, restaurants and catering services",A3349849A,2016-11-01,41.6
Australian Capital Territory,"Cafes, restaurants and catering services",A3349849A,2016-12-01,42.5
Australian Capital Territory,"Cafes, restaurants and catering services",A3349849A,2017-01-01,35.1
Australian Capital Territory,"Cafes, restaurants and catering services",A3349849A,2017-02-01,39.8
Australian Capital Territory,"Cafes, restaurants and catering services",A3349849A,2017-03-01,44.6
Australian Capital Territory,"Cafes, restaurants and catering services",A3349849A,2017-04-01,41
Australian Capital Territory,"Cafes, restaurants and catering services",A3349849A,2017-05-01,41
Australian Capital Territory,"Cafes, restaurants and catering services",A3349849A,2017-06-01,39.4
Australian Capital Territory,"Cafes, restaurants and catering services",A3349849A,2017-07-01,42.5
Australian Capital Territory,"Cafes, restaurants and catering services",A3349849A,2017-08-01,43
Australian Capital Territory,"Cafes, restaurants and catering services",A3349849A,2017-09-01,44.3
Australian Capital Territory,"Cafes, restaurants and catering services",A3349849A,2017-10-01,41.7
Australian Capital Territory,"Cafes, restaurants and catering services",A3349849A,2017-11-01,40.9
Australian Capital Territory,"Cafes, restaurants and catering services",A3349849A,2017-12-01,39.6
Australian Capital Territory,"Cafes, restaurants and catering services",A3349849A,2018-01-01,33.8
Australian Capital Territory,"Cafes, restaurants and catering services",A3349849A,2018-02-01,37.2
Australian Capital Territory,"Cafes, restaurants and catering services",A3349849A,2018-03-01,44.3
Australian Capital Territory,"Cafes, restaurants and catering services",A3349849A,2018-04-01,40.6
Australian Capital Territory,"Cafes, restaurants and catering services",A3349849A,2018-05-01,40.9
Australian Capital Territory,"Cafes, restaurants and catering services",A3349849A,2018-06-01,40.7
Australian Capital Territory,"Cafes, restaurants and catering services",A3349849A,2018-07-01,43.8
Australian Capital Territory,"Cafes, restaurants and catering services",A3349849A,2018-08-01,41.7
Australian Capital Territory,"Cafes, restaurants and catering services",A3349849A,2018-09-01,41.4
Australian Capital Territory,"Cafes, restaurants and catering services",A3349849A,2018-10-01,41.7
Australian Capital Territory,"Cafes, restaurants and catering services",A3349849A,2018-11-01,44
Australian Capital Territory,"Cafes, restaurants and catering services",A3349849A,2018-12-01,40.9
Australian Capital Territory,"Cafes, restaurants and takeaway food services",A3349606J,1982-04-01,7.6
Australian Capital Territory,"Cafes, restaurants and takeaway food services",A3349606J,1982-05-01,6.7
Australian Capital Territory,"Cafes, restaurants and takeaway food services",A3349606J,1982-06-01,7.1
Australian Capital Territory,"Cafes, restaurants and takeaway food services",A3349606J,1982-07-01,7.5
Australian Capital Territory,"Cafes, restaurants and takeaway food services",A3349606J,1982-08-01,7.3
Australian Capital Territory,"Cafes, restaurants and takeaway food services",A3349606J,1982-09-01,8.1
Australian Capital Territory,"Cafes, restaurants and takeaway food services",A3349606J,1982-10-01,8.9
Australian Capital Territory,"Cafes, restaurants and takeaway food services",A3349606J,1982-11-01,9.6
Australian Capital Territory,"Cafes, restaurants and takeaway food services",A3349606J,1982-12-01,11.2
Australian Capital Territory,"Cafes, restaurants and takeaway food services",A3349606J,1983-01-01,7.7
Australian Capital Territory,"Cafes, restaurants and takeaway food services",A3349606J,1983-02-01,8.2
Australian Capital Territory,"Cafes, restaurants and takeaway food services",A3349606J,1983-03-01,8.5
Australian Capital Territory,"Cafes, restaurants and takeaway food services",A3349606J,1983-04-01,8.2
Australian Capital Territory,"Cafes, restaurants and takeaway food services",A3349606J,1983-05-01,9.3
Australian Capital Territory,"Cafes, restaurants and takeaway food services",A3349606J,1983-06-01,9.9
Australian Capital Territory,"Cafes, restaurants and takeaway food services",A3349606J,1983-07-01,10.8
Australian Capital Territory,"Cafes, restaurants and takeaway food services",A3349606J,1983-08-01,9.4
Australian Capital Territory,"Cafes, restaurants and takeaway food services",A3349606J,1983-09-01,10.9
Australian Capital Territory,"Cafes, restaurants and takeaway food services",A3349606J,1983-10-01,12.8
